,Test,LSTM-Tred_Pred,LSTM-GAB_Pred,CNN-Tred_Pred,CNN-GAB_Pred,BiLSTM-Tred_Pred,BiLSTM-GAB_Pred,GRU-Tred_Pred,GRU-GAB_Pred,RNN-Tred_Pred,RNN-GAB_Pred
33,35599.82495,35916.11328125,35752.96204044081,35898.17578125,35857.418059718315,35812.0859375,35785.118259527,35767.66796875,35894.76326560756,35876.609375,35718.58478357158
34,35492.69147,35906.25390625,35610.288263276736,35752.22265625,35707.78925618281,35709.36328125,35707.584398881365,35728.21484375,35699.09858239457,35853.1796875,35762.7977252943
35,35940.13129,35667.7890625,35474.238938840135,35492.08984375,35474.63384670864,35457.80859375,35498.258244667624,35533.3828125,35667.42383274402,35561.4609375,35666.797774952225
36,36381.26915,36389.9375,36106.09277885392,36200.76171875,36206.46195535854,36184.90234375,36145.78443231253,36188.80859375,36093.81144988254,36236.70703125,36192.57999697307
37,36456.89278,36860.13671875,36536.1109245349,36642.68359375,36623.562247019836,36646.2734375,36580.37795735142,36647.43359375,36552.940227111845,36723.87109375,36533.58962926326
38,36658.5558,36799.15625,36514.175138521176,36530.3125,36518.83033616479,36549.08984375,36543.004383894906,36574.56640625,36543.43163450126,36656.11328125,36522.90678255698
39,36664.85777,37059.90234375,36725.63803644072,36764.5234375,36780.212834393715,36818.59765625,36787.31264316596,36841.0625,36778.90866044236,36869.63671875,36743.03022584234
40,36664.85777,36895.78515625,36644.823105859934,36638.85546875,36644.74655221865,36691.6171875,36660.418414964886,36759.34765625,36620.53377702134,36786.8515625,36661.78775971857
41,36885.4267,36871.79296875,36573.35890522163,36622.421875,36639.16050985679,36681.19140625,36648.004313308986,36748.921875,36633.40213819128,36779.13671875,36642.41338130361
42,36872.82276,37197.1328125,36830.44422334866,36948.12109375,36960.98341984685,37012.53515625,36953.37622536503,37069.22265625,36917.86201980831,37067.8046875,36889.14184257689
43,37225.73304,37053.90234375,36742.84362212572,36790.05859375,36800.88776670941,36855.55078125,36851.68539051806,36945.265625,36801.02462883446,36935.32421875,36809.71277092786
44,37376.98031,37670.90625,37201.43295021763,37319.78515625,37370.971471828576,37422.3125,37371.02164327903,37489.75390625,37297.44027880548,37427.3203125,37245.82214689372
45,36942.14442,37712.2265625,37346.212956309144,37383.76953125,37406.259144096824,37482.91015625,37412.85747915618,37530.30078125,37366.38418068468,37554.7265625,37376.87934085503
46,36551.42232,36954.66015625,36764.082871168415,36631.77734375,36645.683973730236,36726.37890625,36738.5997539841,36807.03515625,36716.2650259337,36826.96484375,36801.85477302906
47,36633.34792,36498.78515625,36345.4930431619,36215.3671875,36251.816656605355,36315.2421875,36350.43491340209,36433.35546875,36407.41061475582,36392.875,36443.26104083336
48,36942.14442,36759.42578125,36531.91494377118,36510.23046875,36549.56887015693,36564.69921875,36564.11442047524,36717.30078125,36614.307372667216,36660.8046875,36583.192444463035
49,36721.57549,37229.98046875,36853.97009484057,36957.58984375,36984.12578556153,37012.73828125,36976.92439097992,37143.53125,36949.4382610332,37065.171875,36907.245298177615
50,36374.96718,36803.703125,36521.92980267469,36485.171875,36499.70676961373,36546.37109375,36571.68067416105,36660.64453125,36560.77142589675,36588.1328125,36573.686799124
51,36085.07659,36378.48828125,36178.67177729888,36059.16015625,36096.85137747158,36121.06640625,36170.73274260646,36249.5390625,36221.4948494846,36122.09375,36226.22247601725
52,35826.69584,36033.25390625,35936.98714986923,35773.01953125,35806.234280711535,35818.0078125,35850.29569493751,35970.6328125,35994.74868432368,35841.32421875,35967.66094904951
53,36242.62582,35777.1953125,35688.26021304858,35531.0625,35552.366126023764,35561.76171875,35595.30628227266,35717.96875,35735.379216379646,35610.09765625,35725.43281281829
54,35921.22538,36578.125,36156.39488365008,36318.09765625,36347.81483231849,36359.06640625,36299.21696673265,36466.3671875,36248.11461467348,36356.33984375,36286.60472774395
55,36097.68053,35920.48828125,35737.52516826132,35615.1875,35611.67280926283,35674.98046875,35728.9546257516,35795.92578125,35787.764845330195,35688.15234375,35710.825594149974
56,35914.92341,36412.34375,36016.95312431583,36045.61328125,36109.66928801703,36141.05078125,36131.60454180618,36223.4375,36082.783096242674,36125.25390625,36091.24765635255
57,35706.95842,35977.46484375,35779.27872801001,35706.8125,35715.10681476519,35768.2421875,35756.090004833226,35859.7890625,35851.31681220722,35772.4140625,35793.27013453867
58,34761.66302,35778.29296875,35562.67965272233,35484.73046875,35504.65816795576,35563.921875,35564.82488211986,35657.69921875,35615.51738234661,35567.90625,35651.43656814083
59,34799.47484,34443.53125,34599.0728333176,34136.953125,34115.322808304765,34190.234375,34360.02764577918,34351.96875,34543.96777163626,34251.58203125,34570.198980382396
60,34560.0,34932.28125,34755.954589316265,34633.109375,34673.78139082685,34637.359375,34734.04908327353,34830.07421875,34713.936383415494,34768.2734375,34714.33431052461
61,34490.67834,34489.28125,34453.09281628699,34284.28125,34260.4137451814,34208.5,34389.707231720335,34444.9609375,34462.7828817013,34328.16015625,34400.18928824383
62,34944.42013,34588.54296875,34381.99670800012,34333.8125,34348.53980014215,34256.4921875,34388.70187147,34460.09375,34393.13254830154,34421.046875,34388.23559119673
63,35700.65646,35300.45703125,34966.56341300947,35119.8515625,35129.57206613041,35036.46875,35086.58526069098,35169.546875,34990.031922277965,35118.703125,35059.06453878065
64,35713.26039,36343.69921875,35995.178185254736,36056.59375,36073.43372863221,36091.31640625,36090.48239574033,36141.078125,35921.633140708334,36095.953125,36056.64101616219
65,35524.20131,36071.21484375,36013.39837781887,35727.52734375,35716.734207844056,35848.59375,35895.48624410955,35942.2890625,35770.50835362411,35943.45703125,35890.8376217018
66,35372.95405,35767.36328125,35432.58940303667,35408.2109375,35419.839225097974,35583.1796875,35587.47011701418,35616.8984375,35520.27131353503,35590.20703125,35515.80754933428
67,35139.78118,35497.17578125,35333.0405294022,35221.7890625,35223.920278160345,35391.625,35370.35183596951,35404.2890625,35376.790216687245,35417.2890625,35468.48440857155
68,34950.7221,35148.36328125,35113.3335662151,34908.9140625,34905.60505910837,35023.296875,35043.053778254915,35132.53515625,35113.89188912018,35147.65234375,35140.40303481437
69,34767.96499,34985.3515625,34874.53544410348,34761.73046875,34749.98638584411,34776.02734375,34893.369533879784,34954.734375,34911.0108952797,34971.71484375,34888.12390461372
70,34591.50985,34786.796875,34626.26908327973,34589.20703125,34572.040351270676,34501.63671875,34696.78879083291,34730.19140625,34706.01103876584,34710.2109375,34692.598609533714
71,35095.6674,34611.9375,34483.98442516473,34418.90625,34415.64004804404,34290.1328125,34498.378847045875,34538.87890625,34507.675010048,34472.578125,34486.99055122902
72,36141.79431,35478.15625,35070.70090802116,35319.44921875,35334.819829087835,35189.71875,35242.90602711841,35359.1015625,35249.01643379493,35317.53125,35215.92964685315
73,37641.66302,36983.4609375,36333.94401698388,36710.98046875,36715.591861649664,36708.60546875,36698.697481044954,36746.78515625,36376.732750760864,36692.87890625,36626.60814289527
74,39481.83807,39196.23828125,39042.648199217874,38491.28515625,38525.520620744064,38767.62890625,39311.49983980033,39265.8828125,39327.992035730604,39089.22265625,39347.8964739739
75,43111.77243,41728.07421875,41956.50008650741,40547.44921875,40618.38574843813,41078.0234375,42489.40343330248,42068.7578125,42178.63696043367,41358.4375,42152.45901743434
76,45040.17505,46079.95703125,46183.919550327475,45168.1015625,45332.311935635866,45866.3984375,45553.71596967346,45811.90625,45892.407528129996,45381.08984375,45490.380315176284
77,46155.62363,46169.3828125,45458.73783910086,46277.6640625,46354.144059420985,46340.1875,45375.604541306304,45753.796875,45524.63168744173,45821.91015625,45498.99057864294
78,46111.50985,46829.5546875,46491.92842355873,46899.8359375,47071.15790943649,46663.54296875,46246.53965359328,46735.96875,46409.514678795415,46698.953125,46116.13873178069
79,45682.97593,46419.96484375,45783.814228738665,46093.69140625,46227.53672903327,45979.421875,45794.24190667419,46131.59375,46167.39406626933,46110.875,46059.61370819917
80,45632.56018,45906.8984375,45755.60408934796,45254.96875,45416.98531334943,45390.265625,45476.300684839545,45473.10546875,45641.20556931458,45532.44921875,45569.974314122905
81,45752.29759,45938.24609375,45691.03380686391,45316.9765625,45464.057818079375,45464.609375,45603.61405960137,45733.8828125,45726.443460509254,45506.6953125,45704.241235341266
82,45588.44639,45960.125,45759.251203360676,45475.01953125,45613.516948341596,45499.17578125,45659.97385972427,45944.2890625,45888.86667882573,45683.5234375,45777.542344530084
83,45903.54486,45647.5546875,45539.667642382854,45152.296875,45313.49196583793,45154.578125,45539.104753410626,45724.4921875,45647.83449791396,45467.609375,45533.92577800548
84,46029.58425,46143.0625,45986.088479088976,45708.71484375,45931.45888052001,45665.4453125,45946.18335913039,46152.12890625,45990.27318446842,46050.2265625,45919.334342997354
85,45796.41138,46137.453125,45932.777090677824,45761.7578125,45942.65161372946,45720.09375,45948.56681423034,46154.5,46006.88202940703,46049.46484375,45959.88325387858
86,45638.86214,45750.03125,45629.44788470174,45282.5,45472.16375886193,45404.5234375,45592.019973349496,45754.515625,45717.46641441861,45585.4453125,45604.93310049131
87,45538.03063,45550.49609375,45494.559081745676,45051.4609375,45273.95833768999,45263.09765625,45364.04198496257,45494.6796875,45502.0364878667,45344.078125,45438.523952340845
88,45304.85777,45350.91796875,45237.801760017814,44887.23046875,45123.694704594425,45126.8203125,45160.110772799955,45336.765625,45298.08195662732,45202.8046875,45238.73533458293
89,45084.28884,45014.88671875,44907.757045668375,44551.24609375,44795.93716360148,44808.84765625,44855.64943793685,45018.203125,44966.94682907847,44880.1953125,44938.4168761761
90,44819.60613,44780.39453125,44696.96116522133,44344.375,44592.05779714518,44587.3828125,44631.89587331134,44801.875,44767.71674424216,44685.515625,44735.15971760863
91,44529.71554,44495.609375,44440.502206802026,44063.0234375,44300.4000919425,44305.21484375,44350.52496901653,44521.8671875,44497.99148626007,44387.953125,44445.09291239424
92,44082.27571,44188.1875,44145.44852473773,43757.77734375,43997.09083038528,44009.75,44047.765657561096,44219.87890625,44184.35338326131,44067.5390625,44146.78064149888
93,43559.21225,43678.0703125,43615.41895950914,43239.0,43462.89824443701,43491.95703125,43535.69643358625,43694.29296875,43666.42751112269,43525.8515625,43629.64557714397
94,42865.99562,43106.51953125,43018.37373467875,42670.90625,42887.10477902401,42945.296875,42985.70343957533,43110.84765625,43111.359746433445,42952.5703125,43053.05482877855
95,42330.32823,42293.1953125,42174.006010849065,41868.5234375,42075.92986364681,42154.765625,42203.57227884892,42287.47265625,42289.43826880288,42127.875,42242.33028605034
96,41845.07659,41736.67578125,41610.763812720405,41410.66796875,41621.44639798127,41661.71875,41662.306469561125,41770.6328125,41654.79883166028,41602.25390625,41675.975003134205
97,40723.32604,41232.29296875,41073.0480792966,40973.2109375,41163.99633631483,41175.734375,41129.609380690745,41291.0859375,41124.78443640275,41107.484375,41161.58169093782
98,40143.54486,39958.015625,39810.38407923286,39529.67578125,39689.86243273505,39768.73046875,39814.81566119035,39896.7578125,39845.36414757994,39675.765625,39864.246455625755
99,39620.4814,39482.421875,39293.49376627374,39231.49609375,39423.339504793286,39403.70703125,39357.59859827895,39511.5546875,39314.2157193883,39382.2109375,39353.17110944156
100,38580.65646,38966.2109375,38718.16747101811,38764.7890625,38912.37010199718,38844.359375,38758.835069259105,39017.65625,38817.86390348828,38841.078125,38785.69829344232
101,37666.8709,37842.76171875,37640.82652013551,37486.32421875,37610.8773087422,37613.6953125,37627.64832448972,37780.21875,37661.251003705336,37630.94140625,37664.84015630787
102,36469.49672,36961.07421875,36772.85118487873,36654.03125,36784.803702828,36741.640625,36772.85834064674,36924.91796875,36736.796038504544,36797.0078125,36814.17651291568
103,35498.99344,35700.5,35607.79232127239,35304.8671875,35397.68227326021,35345.5859375,35500.26055167948,35623.9453125,35611.239033742684,35467.90625,35606.17779861196
104,34717.54923,34805.78515625,34686.821739103776,34471.8125,34566.044115791716,34474.19140625,34639.1956517527,34732.6640625,34691.49767187543,34570.25,34656.86589283392
105,33923.50109,34091.29296875,33877.777834885994,33842.78125,33903.27356032992,33762.1015625,33921.03446454674,34004.07421875,33901.381467130595,33907.7421875,33904.473157040724
106,33280.70022,33346.3046875,33098.61320974703,33091.2578125,33130.85998281719,33014.37890625,33173.042829544036,33185.80859375,33139.36037257841,33104.08203125,33146.853099230786
107,32341.70678,32783.1171875,32542.84791173765,32572.501953125,32613.50350553594,32496.369140625,32598.387104655954,32608.21875,32523.015363506092,32494.470703125,32550.784183944503
108,31925.77681,31801.6484375,31648.800642371763,31531.61328125,31539.5009825039,31466.83984375,31611.792460723776,31529.7578125,31599.379698326044,31455.177734375,31605.35955604973
109,31289.2779,31540.060546875,31336.676573735574,31441.619140625,31453.816081396362,31340.64453125,31382.851997921633,31331.8984375,31266.940038264467,31292.302734375,31299.66948371977
110,30690.59081,30835.169921875,30673.43922294671,30735.150390625,30697.48728664429,30635.4921875,30740.767277038678,30575.25390625,30622.134680826483,30456.21484375,30697.36940256413
111,30072.99781,30268.498046875,30162.14511710927,30191.779296875,30160.630992289505,30101.05859375,30209.779914119146,29978.345703125,30133.107242968013,29973.03515625,30226.550434811517
112,29398.68709,29647.548828125,29556.315109194293,29607.03125,29551.780355955307,29482.625,29650.975144967593,29343.45703125,29559.269869866574,29328.53125,29618.37761510482
113,28825.20788,28976.587890625,28934.612972236842,28933.73046875,28864.99670027101,28786.283203125,28991.236569273595,28677.607421875,28926.897880205237,28680.673828125,29006.065088299805
114,28415.57987,28481.5234375,28361.139929388264,28467.4765625,28378.358110351182,28270.212890625,28476.907359569035,28301.205078125,28405.478032346313,28246.181640625,28447.64273206175
115,27917.72429,28172.9453125,28016.90979791876,28186.50390625,28081.003511046674,27937.658203125,28130.433208964874,28014.873046875,28027.170268448466,27924.828125,27985.54357986736
116,27527.00219,27688.8125,27506.049064889827,27689.26171875,27561.542361639138,27421.21875,27639.770053131713,27507.123046875,27537.504488547547,27441.1875,27525.82205252928
117,27388.35886,27384.171875,27196.46629733844,27390.18359375,27268.040007614854,27107.6015625,27293.98290142881,27221.638671875,27222.948703755723,27170.57421875,27248.440326046824
118,27319.0372,27374.75390625,27107.785033149554,27431.7421875,27296.747939173005,27094.05859375,27242.635159054455,27203.5859375,27073.53652017727,27151.2421875,27119.03914029121
119,27010.2407,27351.849609375,27025.355632842027,27448.67578125,27294.121028401358,27090.52734375,27206.504536434986,27145.671875,26983.083976833826,27123.373046875,27044.586307050773
120,26802.27571,26945.001953125,26723.21906957423,27051.1796875,26882.46616274934,26742.03125,26865.489783254918,26810.0078125,26712.337632133902,26745.63671875,26758.998595794175
121,26304.42013,26790.470703125,26582.91696879478,26912.5,26748.7940868186,26616.224609375,26721.717340815372,26693.1953125,26548.28397056465,26553.814453125,26611.37769592745
122,26115.36105,26132.75,26105.90111161894,26273.21484375,26082.591988520024,26011.357421875,26169.832021575086,26071.349609375,26084.73363652484,25909.560546875,26195.628433537207
123,25964.11379,26064.115234375,25975.398551697086,26258.33203125,26078.690608009572,25979.9375,26080.140972591053,25976.93359375,25965.41440031739,25839.455078125,26054.99526275363
124,25894.79212,25931.41015625,25806.552504437852,26161.36328125,25955.978575094585,25836.857421875,25948.703223017717,25725.95703125,25837.924400911717,25667.8828125,25939.755804619555
125,25529.2779,25946.50390625,25744.94975320008,26159.1328125,25955.40225585177,25825.12890625,25902.148424876043,25630.919921875,25787.168194275117,25680.216796875,25879.92403407179
126,25396.93654,25477.8203125,25396.365415386117,25668.150390625,25451.108238902176,25371.5390625,25462.02506218739,25122.921875,25390.43493345574,25200.875,25509.88676815437
127,25554.48578,25434.107421875,25399.13882587013,25668.720703125,25465.95924571518,25367.87890625,25448.951209203602,25114.888671875,25290.18183022388,25197.939453125,25455.587174122826
128,25585.99562,25715.337890625,25613.201476878276,26005.119140625,25782.850202899575,25636.974609375,25721.6267345639,25376.158203125,25522.137260592495,25478.33984375,25644.949759380797
129,25579.69365,25729.724609375,25631.88001784436,25993.236328125,25760.829303244216,25656.408203125,25703.725513915408,25352.359375,25586.81134972638,25516.271484375,25618.428158831273
130,25554.48578,25722.884765625,25636.223829135655,25984.27734375,25757.497898418686,25678.80859375,25690.36192922845,25347.076171875,25559.894453852725,25492.015625,25663.07810284871
131,25371.72867,25683.447265625,25602.729804033628,25945.044921875,25720.224663631463,25655.076171875,25669.08147774793,25325.26953125,25544.578977332058,25446.6796875,25656.540431163812
132,25340.21882,25403.09765625,25438.196304907193,25683.833984375,25453.98065896211,25422.7265625,25435.298146643207,25102.6796875,25387.582339701235,25213.5546875,25451.141710085998
133,25289.80306,25402.4375,25490.08689703824,25741.67578125,25507.48425924545,25473.84765625,25461.941513087022,25110.75,25441.473535258727,25235.130859375,25452.656462366132
134,25088.14004,25311.8125,25373.491165003805,25685.83203125,25437.04124865237,25401.830078125,25373.88988211497,25034.11328125,25276.90674172067,25163.66015625,25340.46472575591
135,25132.25383,25035.91796875,25121.00944022984,25401.2421875,25158.357195827324,25144.841796875,25097.290685460328,24782.51171875,25032.367324810366,24906.28515625,25088.210701719385
136,25195.27352,25163.74609375,25310.59963586915,25580.5859375,25351.67544250102,25292.994140625,25263.356540360277,24911.876953125,25206.038084609994,25047.20703125,25297.260761217258
137,25396.93654,25230.2265625,25361.80366181719,25675.7265625,25429.866437566732,25355.30078125,25343.018879195803,24971.873046875,25367.980074232288,25139.873046875,25354.653962483553
138,25434.74836,25530.853515625,25604.439312724524,25966.158203125,25724.399903930924,25634.267578125,25619.526738045326,25234.99609375,25647.89862891571,25431.47265625,25641.97809845894
139,25516.67396,25531.916015625,25564.96054358695,25927.384765625,25680.923322726783,25620.931640625,25593.005788293933,25254.71875,25575.3711915216,25397.662109375,25558.801338031946
140,25705.73304,25657.26953125,25686.467912824977,26024.580078125,25791.635581309743,25734.369140625,25711.258302393308,25393.84765625,25711.247387743108,25501.69921875,25689.044349918426
141,25800.26258,25913.849609375,25939.93084401299,26267.85546875,26034.952630484568,25962.91015625,25940.65182614933,25642.958984375,25937.927135342357,25711.96484375,25908.22293755034
142,26676.23632,25986.02734375,26003.00642976227,26316.34375,26077.06078109103,26024.2109375,25989.536179705738,25717.8515625,26013.57518950011,25780.595703125,25954.13133818653
143,26840.08753,27195.765625,27079.444994658083,27615.310546875,27406.549975978607,27234.6640625,27215.45052730443,26875.6015625,27067.019308231596,27010.5234375,27190.102580161627
144,26808.57768,27122.390625,26740.9436894988,27427.5859375,27173.211649727025,27098.462890625,27014.00769200968,26840.541015625,26841.498881031705,26854.0,26899.939891800776
145,26871.59737,27083.12109375,26830.684871667978,27280.37890625,27071.823457847877,27014.67578125,27007.60284956048,26878.916015625,26822.22219060342,26762.2265625,26946.67339511727
146,27167.78993,27185.16796875,26906.364870164027,27369.2109375,27152.59108285701,27092.078125,27102.73842793893,27032.93359375,27002.01367836595,26834.279296875,26949.68254585005
147,26877.89934,27544.7421875,27034.504900738422,27760.296875,27542.43829927891,27441.849609375,27441.73859251461,27363.439453125,26980.411425694554,27245.26953125,27078.488460713208
148,26569.10284,27064.21484375,26411.497976525618,27169.015625,26919.040650748248,26882.36328125,26857.994984021287,26890.509765625,26316.213930707738,26637.072265625,26298.729309975297
149,26354.83589,26675.80859375,26284.09671969208,26812.12890625,26593.69247931703,26553.267578125,26542.603460592432,26539.64453125,26119.29277576968,26296.548828125,26172.966156838756
150,25775.0547,26339.158203125,26073.39189337246,26620.880859375,26396.45424868647,26300.705078125,26293.238692518662,26198.9765625,26085.822240123143,26047.818359375,26194.705676759317
151,25283.50109,25501.99609375,25201.19551394333,25838.1796875,25597.805982388087,25559.515625,25548.402998109257,25330.31640625,25150.104722896758,25309.62109375,25458.99167294553
152,24766.73961,24950.556640625,24677.39108855378,25401.658203125,25160.732846173727,25129.25390625,25115.085219657274,24710.814453125,24590.52076481587,24857.0078125,25053.436191837165
153,24420.13129,24378.640625,24286.93110952089,24848.36328125,24592.563495115322,24569.25,24601.86545815567,24127.32421875,24231.517653904997,24311.7421875,24510.365572785176
154,24867.57112,24153.509765625,24238.38673102259,24572.05859375,24337.265526394087,24286.2265625,24357.826485218302,23890.6484375,24271.010762243714,24101.033203125,24272.963365584794
155,25428.44639,25052.390625,25145.05641601826,25475.01171875,25257.963715166807,25034.8515625,25187.46718046248,24728.05078125,25161.67009185659,24921.5390625,25123.594459717064
156,25888.49015,25854.296875,25700.93300960731,26161.875,25921.911193622214,25676.416015625,25842.96037313398,25407.578125,25712.554867005532,25561.919921875,25702.143945247768
157,26543.89497,26416.59765625,26111.86316181643,26607.705078125,26386.954238354654,26200.09765625,26234.723579048106,25949.109375,26174.443364903902,26039.326171875,26199.54649656752
158,26795.97374,27081.80859375,26839.691138637067,27377.556640625,27180.213434067708,27015.87890625,27004.089370634003,26773.07421875,26845.761250001055,26795.982421875,27018.234176173326
159,27174.0919,27159.626953125,27072.27906458528,27420.73046875,27199.794990065697,27130.345703125,27105.58715173148,26892.83203125,27129.656667912568,26909.17578125,27188.912591564094
160,28276.93654,27681.681640625,27607.23235183474,27846.599609375,27646.920505741728,27600.810546875,27590.595803359018,27402.73046875,27648.413672874114,27335.6953125,27669.855138273913
161,28642.45077,29057.517578125,28753.248188341702,29324.490234375,29136.441259800406,29034.3359375,28963.148247123307,28774.58203125,29008.779304630407,28762.9765625,28895.22000167825
162,29367.17724,29217.349609375,29088.36842967154,29319.91015625,29097.9128687263,29054.69921875,28985.06861884771,29024.126953125,29025.466500995866,28767.166015625,29098.743844366694
163,29776.80525,30095.904296875,29824.633812922053,30232.244140625,30078.190301422117,29971.12890625,29930.418228952796,29933.265625,29862.477201704507,29715.486328125,29887.61685855814
164,30123.41357,30444.3984375,30201.318500999103,30482.515625,30291.04141082115,30211.0,30203.10089332222,30373.029296875,30241.33291535766,30046.052734375,30256.71862837659
165,30596.06127,30788.43359375,30569.24302282267,30768.865234375,30598.57064801287,30494.939453125,30559.763575960358,30759.703125,30581.255380024755,30463.060546875,30643.12920556946
166,30961.57549,31278.126953125,31051.19532483158,31286.130859375,31117.516256791732,31016.646484375,31035.049242672725,31264.11328125,31046.80120612523,31050.31640625,31115.536461504907
167,31345.99562,31604.6875,31390.035513690204,31554.474609375,31389.170568041445,31275.287109375,31325.60538475848,31591.587890625,31366.24284975526,31364.57421875,31376.156714814304
