,Test,LSTM-Tred_Pred,LSTM-GAB_Pred,CNN-Tred_Pred,CNN-GAB_Pred,BiLSTM-Tred_Pred,BiLSTM-GAB_Pred,GRU-Tred_Pred,GRU-GAB_Pred,RNN-Tred_Pred,RNN-GAB_Pred
36,-0.317,-0.3211686611175537,-0.3399392387836552,-0.3178325295448303,-0.3311234424766582,-0.32633036375045776,-0.3043835692111079,-0.3249700665473938,-0.34787293036073585,-0.32273662090301514,-0.32791278350799136
37,-0.314,-0.30867764353752136,-0.3294790588072162,-0.3051585555076599,-0.33270739834274066,-0.31287169456481934,-0.30854817712801136,-0.30677664279937744,-0.3333263193016974,-0.3093183636665344,-0.32654223332952625
38,-0.314,-0.30494534969329834,-0.3268571250960012,-0.3048546612262726,-0.3269621151554396,-0.30540379881858826,-0.3062397328985004,-0.31348317861557007,-0.33814640686775976,-0.30955928564071655,-0.321111949740952
39,-0.315,-0.30415013432502747,-0.33352258277038693,-0.30399560928344727,-0.33418131905014237,-0.3037720322608948,-0.30735632261604207,-0.30843138694763184,-0.3330376166316421,-0.3081483244895935,-0.32630074883769694
40,-0.31,-0.30549633502960205,-0.33231436655494756,-0.30748552083969116,-0.32385572198758333,-0.30617332458496094,-0.3038467660961919,-0.3149186372756958,-0.33635909398892844,-0.3123391270637512,-0.32111985785859193
41,-0.299,-0.3020303249359131,-0.32410356224002845,-0.3026878833770752,-0.31820863396795995,-0.3065730333328247,-0.2978353109281944,-0.305051326751709,-0.32801564031585134,-0.30676349997520447,-0.31267056468906074
42,-0.295,-0.293043851852417,-0.31872014744603094,-0.2940142750740051,-0.3192860953679225,-0.3008241355419159,-0.2921618297544525,-0.30005329847335815,-0.32388121689925825,-0.2993381917476654,-0.30607124061215985
43,-0.298,-0.28921252489089966,-0.3223821331181397,-0.2929823696613312,-0.3215005349027077,-0.2957157790660858,-0.29541933407569293,-0.29497990012168884,-0.3210480130654437,-0.296935498714447,-0.3127715955647793
44,-0.302,-0.29096779227256775,-0.32286152521434563,-0.2963463068008423,-0.3243867652385412,-0.2955794036388397,-0.30094242245435227,-0.30207788944244385,-0.3267130623128306,-0.2994835078716278,-0.3178065994582807
45,-0.303,-0.2944008708000183,-0.3218704407446587,-0.29988759756088257,-0.3242685495378316,-0.29896485805511475,-0.3025198079075406,-0.3029307723045349,-0.32841937595697684,-0.30223947763442993,-0.3200934467259301
46,-0.309,-0.29599565267562866,-0.3271865392968642,-0.2998964190483093,-0.3328136719446897,-0.30197304487228394,-0.3038388846117129,-0.304740846157074,-0.3327862929915303,-0.3020840883255005,-0.32260725147355956
47,-0.309,-0.3027039170265198,-0.32827696615520924,-0.30864232778549194,-0.3264661934623364,-0.30769139528274536,-0.3066145237111081,-0.3149702548980713,-0.33801853590429887,-0.31149473786354065,-0.3233508537298112
48,-0.316,-0.3032655715942383,-0.33263494578458525,-0.3059282600879669,-0.34490135779951286,-0.31096673011779785,-0.31387606452163946,-0.3080231845378876,-0.34334468074272567,-0.30873480439186096,-0.33757093326171156
49,-0.319,-0.3109869956970215,-0.33971095772241866,-0.31755977869033813,-0.34152475709620045,-0.3175358772277832,-0.3186446943187458,-0.32630598545074463,-0.3484627319911921,-0.3220660090446472,-0.3343429104452947
50,-0.316,-0.314182847738266,-0.3388773079378577,-0.31797704100608826,-0.34112154103359643,-0.3230239748954773,-0.31800523903037514,-0.3178390562534332,-0.34351406782739247,-0.31929948925971985,-0.33603384289938776
51,-0.312,-0.3120572865009308,-0.3370286450532294,-0.3161352574825287,-0.33394497022536146,-0.3236590027809143,-0.31159183268959617,-0.3231920599937439,-0.3447900091462327,-0.31940537691116333,-0.3298119908825318
52,-0.305,-0.3083325922489166,-0.3295439160130243,-0.31142356991767883,-0.3244800541032366,-0.32046636939048767,-0.3051217903188009,-0.3117358982563019,-0.3382439300443004,-0.3134717643260956,-0.3301973553963418
53,-0.293,-0.3007219731807709,-0.3214114255447669,-0.30273181200027466,-0.3111729856210084,-0.31315648555755615,-0.288174105244714,-0.307744562625885,-0.3309357793841676,-0.30619877576828003,-0.3134234955321926
54,-0.281,-0.2879553437232971,-0.30517812622959933,-0.28821682929992676,-0.2966308275566631,-0.3011322021484375,-0.2823371997443873,-0.2882486581802368,-0.31355189645201104,-0.2920594811439514,-0.3000357305330359
55,-0.268,-0.2751482129096985,-0.2952998026185118,-0.27538740634918213,-0.2840249760420582,-0.2867603003978729,-0.2615442659192135,-0.2801160514354706,-0.3004562490256215,-0.2795107066631317,-0.28674039098420473
56,-0.258,-0.2610015273094177,-0.2792775093762904,-0.26053789258003235,-0.2735103333849179,-0.2709408700466156,-0.25574769896579974,-0.2609971761703491,-0.28719467197060744,-0.2644602954387665,-0.2729029460811016
57,-0.258,-0.24987420439720154,-0.2755616374002307,-0.2499399036169052,-0.2737350458725392,-0.2568366527557373,-0.2558717300141122,-0.2546612024307251,-0.2822427511821402,-0.2543109059333801,-0.27431355504548816
58,-0.249,-0.24856604635715485,-0.2676904262888046,-0.251298189163208,-0.2594115200799601,-0.2506603002548218,-0.23643273252752484,-0.2560150623321533,-0.27819257167865,-0.25469499826431274,-0.25932958758475794
59,-0.218,-0.2392001748085022,-0.24463985804303118,-0.23804056644439697,-0.2331195933045861,-0.24345459043979645,-0.215669139720949,-0.24001061916351318,-0.2494056453433068,-0.2400389015674591,-0.22881015182370837
60,-0.186,-0.21123020350933075,-0.21560801133371124,-0.20401328802108765,-0.1997452864646575,-0.22208495438098907,-0.18312686007592643,-0.20566779375076294,-0.21943252377594832,-0.20824752748012543,-0.20438185199522152
61,-0.195,-0.18195147812366486,-0.2047867030394881,-0.17483235895633698,-0.21435873014864268,-0.19207823276519775,-0.1867142305621986,-0.17861920595169067,-0.22932385421528442,-0.1841995120048523,-0.20734006262541058
62,-0.189,-0.1860756278038025,-0.20905339559207323,-0.19349351525306702,-0.20011926666868995,-0.18289747834205627,-0.1787578607844594,-0.20287735760211945,-0.2170010786916017,-0.20567932724952698,-0.20049844386182228
63,-0.157,-0.17711475491523743,-0.18147889175188403,-0.17525014281272888,-0.16876390404402744,-0.17748956382274628,-0.14893794706826294,-0.17373645305633545,-0.19583869164452217,-0.18061316013336182,-0.1770097918634178
64,-0.146,-0.14950937032699585,-0.16496252941643674,-0.14278298616409302,-0.15748533002595255,-0.1580185890197754,-0.14371624146800482,-0.15406891703605652,-0.1773605888029013,-0.161075159907341,-0.16141324546245592
65,-0.136,-0.1392715871334076,-0.15415695421838563,-0.13949871063232422,-0.1441941969933227,-0.1418924480676651,-0.1234067463180238,-0.14539872109889984,-0.1681647576729388,-0.15494731068611145,-0.15134002863482074
66,-0.127,-0.12801875174045563,-0.1430198096765667,-0.1256735920906067,-0.1339715148828836,-0.12913522124290466,-0.12238874535198181,-0.13281874358654022,-0.15724394930639773,-0.1411740779876709,-0.1421727335802264
67,-0.113,-0.11917278915643692,-0.13399496064899505,-0.1185586154460907,-0.12148200208829592,-0.11988884955644608,-0.1033694480662152,-0.1269191950559616,-0.14933940089818082,-0.13668212294578552,-0.13115627817970396
68,-0.1,-0.10723260045051575,-0.11897967839828742,-0.10241341590881348,-0.10942182229114751,-0.10883239656686783,-0.09859927388672485,-0.10758723318576813,-0.13277442417030202,-0.11983297020196915,-0.11903915472572316
69,-0.093,-0.09665696322917938,-0.11386792993370254,-0.09409783780574799,-0.10062270786815479,-0.0970640480518341,-0.08901665207766442,-0.10179184377193451,-0.12391258977950165,-0.11079281568527222,-0.1093492154493212
70,-0.092,-0.08986668288707733,-0.11065338153178796,-0.0874781459569931,-0.10297859904512922,-0.08786766231060028,-0.08839704882812421,-0.09058424830436707,-0.11784231717968767,-0.10280276834964752,-0.11091419869338291
71,-0.07299999999999998,-0.08659505844116211,-0.09888469530099317,-0.08761906623840332,-0.08724260172414572,-0.08301335573196411,-0.06805681891232128,-0.09513086080551147,-0.10771268112858363,-0.10339054465293884,-0.08866586941107414
72,-0.07299999999999998,-0.0712859034538269,-0.08786287477418468,-0.062136441469192505,-0.08912161264850026,-0.07133275270462036,-0.06704716060678635,-0.06331020593643188,-0.10022326977977418,-0.08076995611190796,-0.09159440465201885
73,-0.101,-0.07008473575115204,-0.11063171796446529,-0.07328252494335175,-0.10697930656661489,-0.06623435020446777,-0.08836915460402542,-0.0835687667131424,-0.11957464455731552,-0.09234932065010071,-0.11533885994363374
74,-0.099,-0.09009498357772827,-0.11270239857802931,-0.10525178909301758,-0.10306087565786422,-0.07910065352916718,-0.08774571308098222,-0.10313767194747925,-0.12402251800172857,-0.11337276548147202,-0.10805557351427414
75,-0.087,-0.0881117731332779,-0.10500323192353433,-0.09286577999591827,-0.09534145899083304,-0.08563132584095001,-0.08142223016947465,-0.08952301740646362,-0.1143213085041167,-0.1026989221572876,-0.09905525804525155
76,-0.088,-0.08115626871585846,-0.10346033225755756,-0.08678129315376282,-0.10429085470344757,-0.08286015689373016,-0.08465556794114512,-0.08760179579257965,-0.11204601566429792,-0.10233740508556366,-0.10498515368179982
77,-0.092,-0.08274424076080322,-0.1103780322109127,-0.09175090491771698,-0.1073648534648752,-0.0809568464756012,-0.08777773144823683,-0.08734335005283356,-0.11432794697607955,-0.10054685175418854,-0.10726869541001813
78,-0.087,-0.08498530089855194,-0.1055928169228459,-0.09590694308280945,-0.09701972730358827,-0.08217422664165497,-0.08056897345603034,-0.09299416840076447,-0.11538499760837896,-0.10690310597419739,-0.1004823724850323
79,-0.08099999999999999,-0.08021596074104309,-0.10009672531115472,-0.08692614734172821,-0.0925618389270614,-0.08030644059181213,-0.08102983577334036,-0.08143313229084015,-0.1084826385145314,-0.09798796474933624,-0.10185356854887373
80,-0.07999999999999999,-0.07551388442516327,-0.09819263909490696,-0.08225658535957336,-0.08953987422827582,-0.0756741613149643,-0.07470183231277319,-0.08292496204376221,-0.1086407378766827,-0.09641140699386597,-0.09252767231702919
81,-0.07899999999999999,-0.07427006959915161,-0.0965330186356466,-0.08112555742263794,-0.08672556395344379,-0.07245185971260071,-0.07745958525764327,-0.0764472633600235,-0.10433693489703544,-0.09364365041255951,-0.09726212632186694
82,-0.07599999999999998,-0.0726710855960846,-0.09418287111080914,-0.07829438149929047,-0.08361408686624458,-0.07018600404262543,-0.07073637793926615,-0.08065730333328247,-0.10337575834599498,-0.09273654222488403,-0.08954245937788412
83,-0.07099999999999998,-0.07028266787528992,-0.09052259712365793,-0.07362940907478333,-0.0749188951842229,-0.06733918190002441,-0.0679095791552624,-0.0720749944448471,-0.09767289598423927,-0.08898486196994781,-0.08302247176179008
84,-0.066,-0.06601861119270325,-0.08503210221350051,-0.06793689727783203,-0.07355736588864271,-0.06365951895713806,-0.06231525321150668,-0.06987160444259644,-0.09684302750223403,-0.08442318439483643,-0.07962044251095704
85,-0.065,-0.06085069477558136,-0.08291605106468765,-0.06498312950134277,-0.07616628543591704,-0.05963867902755737,-0.06433373699762784,-0.0651049017906189,-0.09175712835434212,-0.08078177273273468,-0.08397672333705127
86,-0.066,-0.059462666511535645,-0.08235403120533842,-0.06482850015163422,-0.07617485907437142,-0.056714460253715515,-0.06303014215899956,-0.06457220017910004,-0.09053438502459296,-0.08019620180130005,-0.08361869278440931
87,-0.066,-0.05979600548744202,-0.08241541180517346,-0.06503887474536896,-0.07624269141727853,-0.05580724775791168,-0.06302756829404946,-0.06468653678894043,-0.09043115296089897,-0.08025261759757996,-0.08326372329492361
88,-0.065,-0.05937734246253967,-0.08179261077737275,-0.06503525376319885,-0.07574844718103149,-0.055816978216171265,-0.06305440674634243,-0.06440098583698273,-0.09045488257851601,-0.08017680048942566,-0.08292359267530458
89,-0.07,-0.058378949761390686,-0.08587256164480715,-0.0647381991147995,-0.08420427671802863,-0.05546306073665619,-0.06251453919577565,-0.0632825642824173,-0.08923096609703972,-0.07936683297157288,-0.08348961431562264
90,-0.07699999999999999,-0.06293784081935883,-0.09298240648875843,-0.07196304202079773,-0.09129195055643015,-0.057807356119155884,-0.0693441907726339,-0.07096637785434723,-0.09646333327497324,-0.08572117984294891,-0.08937488493821018
91,-0.07499999999999998,-0.0689096450805664,-0.09166255634355948,-0.07865992188453674,-0.08319664654554583,-0.06290911138057709,-0.06722363969986413,-0.0753779262304306,-0.10081766583677161,-0.09054039418697357,-0.08517167654238629
92,-0.07699999999999999,-0.06724213063716888,-0.09385081123510486,-0.07518161833286285,-0.09430596352970545,-0.06474190950393677,-0.07057480419647699,-0.07149174809455872,-0.09727770041853996,-0.08778923749923706,-0.09167779644501815
93,-0.065,-0.07024148106575012,-0.0890203722342584,-0.0806419849395752,-0.0761255085058908,-0.06654058396816254,-0.05397848852347865,-0.07831332087516785,-0.0959833156517595,-0.09320187568664551,-0.08185217606821289
94,-0.064,-0.05913494527339935,-0.08244890811248276,-0.06327754259109497,-0.08214249064003967,-0.060812145471572876,-0.06203867771516447,-0.0555831640958786,-0.08660982194793203,-0.07609829306602478,-0.08551471409371807
95,-0.07099999999999998,-0.05948518216609955,-0.0861286968559789,-0.06830143928527832,-0.08251905397468161,-0.05690465867519379,-0.06322473714702004,-0.07144013047218323,-0.09557833905724042,-0.08510944247245789,-0.08125762721596438
96,-0.07199999999999998,-0.06436334550380707,-0.08912944089232368,-0.0722401887178421,-0.08267680243214039,-0.05852830410003662,-0.06583689340614558,-0.0652741938829422,-0.09546419190129825,-0.08324897289276123,-0.08682933337612889
97,-0.07899999999999999,-0.06433163583278656,-0.09654258228780437,-0.07196465134620667,-0.09143531757369576,-0.060306400060653687,-0.07178700194099848,-0.07395711541175842,-0.09944518760408286,-0.08718137443065643,-0.09194440156554536
98,-0.07199999999999998,-0.0714111328125,-0.09145516263044237,-0.0809718668460846,-0.07635896077698415,-0.06510184705257416,-0.06541849647884487,-0.07741990685462952,-0.09924249092539571,-0.09350956976413727,-0.0847452905092682
99,-0.062,-0.06483328342437744,-0.08081487172420887,-0.06916207075119019,-0.06929799773413962,-0.06370621919631958,-0.059347294314324346,-0.06683449447154999,-0.09246720215630505,-0.08238065242767334,-0.07638826722999317
100,-0.05199999999999999,-0.05763602256774902,-0.07608940635426492,-0.06207089126110077,-0.057518222907079725,-0.05756562948226929,-0.049302943508996236,-0.06139977276325226,-0.08376816399556701,-0.0792127251625061,-0.0669953459805264
101,-0.05099999999999999,-0.04863296449184418,-0.07220322904174252,-0.050187185406684875,-0.06415502817970395,-0.048912644386291504,-0.04887472353763331,-0.048575595021247864,-0.0756118994916579,-0.06688617169857025,-0.06836734764635541
102,-0.07299999999999998,-0.046669915318489075,-0.08193169937130372,-0.0528084933757782,-0.08135787072085349,-0.0439935177564621,-0.061236580967241716,-0.05506199598312378,-0.09249318660645009,-0.0707777887582779,-0.08611496325479608
103,-0.08199999999999999,-0.06474749743938446,-0.09400410846719653,-0.07770423591136932,-0.08847965456029579,-0.05331119894981384,-0.07385310381397667,-0.07606160640716553,-0.10222622625845955,-0.09025654196739197,-0.09510142390256186
104,-0.08299999999999999,-0.07080039381980896,-0.09810306545507361,-0.08042161166667938,-0.09528191142404725,-0.06364864110946655,-0.07480849359204057,-0.07681825757026672,-0.10154224629233183,-0.09068410098552704,-0.09580099911384027
105,-0.064,-0.0741373598575592,-0.09222719649134589,-0.08407078683376312,-0.07920918333305985,-0.0695682168006897,-0.056679489181609664,-0.08261826634407043,-0.09529237277753029,-0.09764508903026581,-0.07993286681152402
106,-0.04400000000000001,-0.05868355929851532,-0.06743371375178457,-0.0596911758184433,-0.05462482377373555,-0.062088191509246826,-0.0465221964993357,-0.0526263564825058,-0.07985453011613539,-0.07304225862026215,-0.06304156407384252
107,-0.064,-0.0429522842168808,-0.07560214407688604,-0.04506362974643707,-0.07395591898959193,-0.04715871810913086,-0.05472942714770773,-0.04862801730632782,-0.09917873832353392,-0.06578429043292999,-0.07814728122654807
108,-0.08199999999999999,-0.05936385691165924,-0.09434632259933426,-0.07265660166740417,-0.0956608411730473,-0.04961755871772766,-0.07030609993072438,-0.07000178098678589,-0.0986352860564681,-0.08501048386096954,-0.09196434327445428
109,-0.07999999999999999,-0.07117171585559845,-0.09433679495612728,-0.08349820971488953,-0.08764264452937769,-0.06144116818904877,-0.07086722269541403,-0.07983867824077606,-0.10475399445481923,-0.09291750192642212,-0.08861989058099215
110,-0.07399999999999998,-0.06966032087802887,-0.09155888188137344,-0.07927091419696808,-0.07950319723844546,-0.06708233058452606,-0.06722801746581196,-0.07405376434326172,-0.09983049512289761,-0.09264911711215973,-0.08530824437909505
111,-0.07499999999999998,-0.06722411513328552,-0.09461608767281103,-0.0738033801317215,-0.08761725149134568,-0.06585557758808136,-0.07043563528397573,-0.07219712436199188,-0.09700800105720246,-0.08716073632240295,-0.09111417904759035
112,-0.07099999999999998,-0.06952156126499176,-0.09018172162656678,-0.07750557363033295,-0.07717122017968474,-0.0650554895401001,-0.06742685394761086,-0.07632237672805786,-0.09849103103171802,-0.09038487076759338,-0.08299742531724953
113,-0.069,-0.06544464826583862,-0.08946217730239206,-0.0697280615568161,-0.08342372914129641,-0.06294937431812286,-0.06522348851107816,-0.06609557569026947,-0.09551516402308557,-0.08361759781837463,-0.08548152593329268
114,-0.07,-0.06344085931777954,-0.08747850330404987,-0.07122397422790527,-0.08234452607659057,-0.061291828751564026,-0.06486534102978692,-0.07330292463302612,-0.09615127323142947,-0.08612854778766632,-0.08163584265451854
115,-0.07199999999999998,-0.06336285173892975,-0.08926078750435278,-0.07240346074104309,-0.08332622298930366,-0.060851335525512695,-0.0666896075626053,-0.06527875363826752,-0.09558124992369088,-0.0843493789434433,-0.08712616135825628
116,-0.07699999999999999,-0.06463009119033813,-0.09156562574766468,-0.07405431568622589,-0.0881327288728394,-0.06138433516025543,-0.07246103161020229,-0.07417424023151398,-0.10032675921736477,-0.08756130933761597,-0.09253464040293266
117,-0.08499999999999999,-0.0696680098772049,-0.10008703886702264,-0.07804341614246368,-0.09687561090989918,-0.06390911340713501,-0.0740381469443103,-0.07511395215988159,-0.10265415316472512,-0.09089137613773346,-0.09567708517863552
118,-0.086,-0.07743008434772491,-0.10230528208285189,-0.08529241383075714,-0.0960406821338995,-0.0696006566286087,-0.08013804708181425,-0.0865347683429718,-0.11124284101089706,-0.09855815768241882,-0.09472861730305528
119,-0.08199999999999999,-0.0781899243593216,-0.10045354343750058,-0.08571134507656097,-0.09052216265691101,-0.07399226725101471,-0.08067143412715297,-0.08244939148426056,-0.10837912803423103,-0.09744171798229218,-0.100478374220862
120,-0.07199999999999998,-0.07537610828876495,-0.09291760680261862,-0.08363418281078339,-0.07936455972721335,-0.07405172288417816,-0.060444332705013856,-0.08181162178516388,-0.10394443240114108,-0.09620308876037598,-0.08672015637722105
121,-0.05399999999999999,-0.06699119508266449,-0.07833830249645897,-0.0724450945854187,-0.06791869518786055,-0.06809477508068085,-0.04731130175107512,-0.06661544740200043,-0.09019834862302357,-0.08530133962631226,-0.07347796346762946
122,-0.057999999999999996,-0.05130854249000549,-0.07865128765571146,-0.05217607319355011,-0.07206893864579857,-0.055036187171936035,-0.05683050783530132,-0.051480457186698914,-0.08243422938565388,-0.07114601135253906,-0.07993833782251579
123,-0.067,-0.0542936772108078,-0.08256530103927967,-0.06183910369873047,-0.07631518185306206,-0.05014221370220184,-0.06335676409617272,-0.06363530457019806,-0.09152943561774803,-0.07830178737640381,-0.0760782126211362
124,-0.07099999999999998,-0.05952031910419464,-0.08634316215472652,-0.06590378284454346,-0.07981981641771016,-0.05267590284347534,-0.06233895024834631,-0.06334663927555084,-0.09235236829688297,-0.07952257990837097,-0.08359064312125747
125,-0.065,-0.06251943111419678,-0.08280045319994386,-0.06941269338130951,-0.06958284667771379,-0.0568113774061203,-0.049587135227617804,-0.07186451554298401,-0.09331429686835725,-0.08539547026157379,-0.07662362777699598
126,-0.066,-0.0580301433801651,-0.08353370712051696,-0.06094755232334137,-0.08007900078005276,-0.055930569767951965,-0.06177268032200479,-0.0577695369720459,-0.0861726479992693,-0.07599541544914246,-0.07807047069022217
